282dc7ff-f421-4cca-889c-b4fd94a9b088	In the context of a Third Party Transaction, what are the implications for a Customer's entitlement to redress if the Third Party Provider fails to meet the information requirements post-initiation, and how does this relate to the notification period in Rule 20.10.1?
6dc705aa-6f94-4567-8676-58e259818b93	What happens if a Third Party Provider doesn't give the needed information after starting a transaction, and how does this affect a Customer's right to get help if they didn't notify in time?
f9de9372-4d9c-4caa-984b-c156185482a6	What are the reconciliation requirements for an Authorised Person providing Custody in relation to Virtual Assets, and how do these requirements integrate with the general obligations for holding Safe Custody Assets?
cae0e382-8ba9-4dd1-b84d-f22826e419b7	What are the rules for how often an Authorised Person should do reconciliations when they provide Custody for Virtual Assets, and how does this relate to sending statements for Safe Custody Assets?
f38d34b1-8017-4912-a08f-80e0f0225a7e	How must an Authorised Person operating a Multilateral Trading Facility in relation to Virtual Assets interpret references to Recognised Bodies and Financial Instruments in MIR Chapter 5?
82b711b0-a245-487d-8799-08669cc8f37e	When an Authorised Person runs a Multilateral Trading Facility for Virtual Assets, how should they read the terms Recognised Body and Financial Instrument in the rules?
af4a1a42-96c4-4b65-824b-6533f27bc645	If a Payment Service User is not a Natural Person, when can they and their Payment Service Provider agree not to follow the rule about withdrawing consent, and what timing rules still apply?
e6e15eb6-5f65-4c0f-aa74-56dc685ef3ce	Under what conditions is a Payment Service User entitled to redress if the Payment Service Provider fails to provide information as required by Section 19.5, despite the user's failure to notify within the period specified in Rule 19.17.1?
f45c6f55-5893-4fd8-8601-e317da98179a	Under what conditions may an Authorised Person use a delivery and/or storage facility located outside the Abu Dhabi Global Market for Accepted Spot Commodities, and what standards must such a facility adhere to?
665a4bba-a311-4dde-8fec-66dc3b711a97	When can an Authorised Person use a delivery or storage facility outside the ADGM for Accepted Spot Commodities, and what rules must the facility follow?
7fad726d-5b37-485a-aa21-6df141965976	How must an Authorised Person interpret references to Recognised Bodies and Financial Instruments when complying with MIR Chapter 5 requirements for Accepted Spot Commodities?
e35223b3-c7c6-4c85-89d9-04e65ad69a8b	How must an Authorised Person manage records related to Third-Party Agents in respect of Client Money and Investments, and what is the minimum duration for maintaining these records?
9090b3a9-3b9d-4bc4-9da7-b9ef705536d7	What are the requirements for keeping records about Third-Party Agents handling Client Money and Investments, and how long must these records be kept?
b60a5a26-2765-486f-bfd5-348c43ea122c	How must an MTF Operator or OTF Operator interpret references to Financial Instruments in MIR rules when complying with transaction recording requirements?
2f424d2c-6e5b-4783-ab3f-a99d966da09e	When an MTF Operator records transactions, how should they treat Financial Instruments according to the rules?
87913623-0987-492f-8aff-0d116bef120f	When does a Fund Manager need to file a Prospectus with the Regulator for a Domestic Fund, and what extra step is needed if it's a Public Fund?
88f8b5cb-d2c5-44d4-b6f7-e41659f9195e	If a Fund Manager has to issue a Replacement Prospectus, what must they do about filing and notifying people, and how does this connect to the rules about filing a Prospectus?
dcef69fc-45e9-43d4-93be-bf135dc10c02	Under what conditions may an Authorised Person classify a Person as a Retail Client, and how does this process differ from classifying a Person as a Professional Client according to the Rules?
6a2aeb0c-29f7-4614-993f-3a40430950e2	Under what conditions can a Person be classified as a Professional Client, and how do these conditions relate to the criteria specified in COBS Rule 2.4.1?
2eff5bf5-f872-4d25-9b8c-b620ff2ba95d	How can someone be classified as a Professional Client, and what rules define this classification?
a563c975-df7b-42a6-9414-8a472b5f01e2	What additional information may the Regulator require from the Applicant, and how does this relate to the details specified in the application requirements?
57bc7b0b-b743-45e3-aa34-7b395d52054b	When the Regulator asks for more information from an Applicant, what kind of details might they need, and how does this connect to the application content?
484c55e5-d4ad-40ac-9205-6d8fa1e2dfc3	When can a big order get a waiver, and how does the average daily turnover of Financial Instruments affect this?
