02d02b93-77a5-47ff-9c21-c3b71a0443fe	What are the financial and potential regulatory consequences for an Authorised Person who submits a Regulatory Filing after the due date?
5423b71e-9bb7-4a83-8013-a05a690d2ad8	What happens if a Recognised Body files a Regulatory Filing late?
e402e07c-61b2-4b80-b3a1-dc7f7c7e5f65	Under what circumstances must a Relevant Person provide records to the Regulator or a law enforcement agency, and what specific types of records must be maintained for potential provision?
c57176a7-a795-46a0-aee2-6f115ac2b5df	When does a Relevant Person have to give records to the Regulator or law enforcement, and what records do they need to keep?
bb436d54-e908-4334-9cfa-ea5e19dd0fe9	What are the requirements for maintaining records in electronic format under Rule 4.5.1, and how do these requirements interact with the obligations of a Relevant Person to maintain specific records for at least six years?
9eb27c3e-f691-4544-a937-ce510d51932f	If a Relevant Person keeps records electronically, what must they do to make sure they follow the rules about keeping records for six years?
2626bfcc-425d-493c-a37d-10e56216bc18	What are the obligations of a Relevant Person regarding the maintenance and accessibility of records kept outside the ADGM, particularly in relation to initial and ongoing CDD and suspicious activity reports?
9b2456d8-7ca5-4fe7-b38f-366e4d493f6c	If a Relevant Person keeps records outside the ADGM, what must they do to make sure these records are kept properly and can be checked by the Regulator?
563ff0c8-bb2f-45a0-84b7-949a7327f4cf	How must a Relevant Person demonstrate compliance with training and awareness requirements, and what specific details should be included in the training records?
76ba452d-e354-4423-9b0b-d98f9cf6b7b8	What should a Relevant Person do to show they meet the training rules, and what needs to be in their training records?
36dac698-7582-446d-ae80-16c366001822	What obligations does a Relevant Person have to ensure non-prejudice against an Employee disclosing money laundering information to the Regulator or a relevant body, considering the definition of 'relevant body' in Rule 4.8.1?
e146b582-1acf-4c59-87ea-1c55ddd933ad	What must a Relevant Person do to protect an Employee who reports money laundering to the Regulator or a relevant body, and who counts as a 'relevant body'?
c9e1a418-99a5-470d-b007-c53e88a92167	How must a Relevant Person ensure compliance with record-keeping requirements under the AML Rulebook, particularly in relation to Rule 5.1.1(b)(iii)?
42fe0c26-09d6-44cb-9f88-940610123036	What should a Relevant Person do to follow the record-keeping rules in the AML Rulebook, especially for Rule 5.1.1(b)(iii)?
5b2587d0-b05d-4036-a15d-4c2107abc16e	Under what conditions can an Authorised Person seek a waiver from the MLRO residence requirements, and how does this relate to the residency obligations of Approved Persons under Rule 5.5.1?
ee51268e-a878-464c-a9ae-d90e5b431267	When can an Authorised Person ask for a waiver from the MLRO living in the U.A.E., and what does this have to do with the rules for Approved Persons?
a7629cd5-5683-4cd1-8384-5a67b5e95a1e	How should a Relevant Person integrate the assessment of risks associated with NFTF business and eKYC Systems into their broader money laundering risk assessment process?
2d861328-5ebb-45bc-99e1-f4e6e3a7fdee	What should a business do to handle risks from NFTF business and eKYC Systems while also managing money laundering risks?
6bd6bde4-66c7-42a4-bb91-beed3b6d17d5	How must a Relevant Person integrate risk assessments for NFTF business into its AML/TFS systems and controls to ensure compliance with both Rule 6.2.1(c) and the requirements for preventing money laundering?
f40743a8-1eaf-49c9-b586-93395c20b003	What should a Relevant Person do to manage risks from NFTF business and follow money laundering rules?
4c3a99d1-194e-453f-89c4-22e1efee7c00	When conducting a risk-based assessment under 7.1.1(1)(b), how must a Relevant Person consider geographical risk factors in relation to credible sources as defined in 7.1.2(1)(c)?
5c295748-8b2c-4e76-ae40-c99de6a23f68	How should a Relevant Person use credible sources to check if a country is high-risk for money laundering when assessing a customer?
43654e32-73a5-4e67-b720-8b3abd88240c	When assessing whether to assign a low-risk rating to a customer under 7.1.1(1), how must a Relevant Person incorporate credible sources as defined in 7.1.3(1)(c) into their evaluation of geographical and jurisdictional risk factors?
